Variant Grouping,_Identifier,Lineage Grouped,%CT Count of Sample #,Collection (week)
Other,Other,B.1.36.10,0,2021-03-28
Other,Other,B.1.36.10,0,2021-04-04
Other,Other,B.1.36.17,0.002,2020-11-22
Other,Other,B.1.36.17,0.001,2021-01-03
Other,Other,B.1.36.17,0,2021-01-10
Other,Other,B.1.36.17,0.001,2021-02-14
Other,Other,B.1.36.17,0,2021-04-04
Other,Other,B.1.36.18,0.006,2019-12-29
Other,Other,B.1.36.18,0.002,2020-08-23
Other,Other,B.1.36.18,0.005,2020-08-30
Other,Other,B.1.36.18,0.015,2020-09-06
Other,Other,B.1.36.18,0.002,2020-09-13
Other,Other,B.1.36.18,0.002,2020-09-20
Other,Other,B.1.36.18,0.007,2020-09-27
Other,Other,B.1.36.18,0.006,2020-10-04
Other,Other,B.1.36.18,0.003,2020-10-11
Other,Other,B.1.36.18,0.007,2020-10-18
Other,Other,B.1.36.18,0.01,2020-10-25
Other,Other,B.1.36.18,0.075,2020-11-01
Other,Other,B.1.36.18,0.049,2020-11-08
Other,Other,B.1.36.18,0.035,2020-11-15
Other,Other,B.1.36.18,0.081,2020-11-22
Other,Other,B.1.36.18,0.061,2020-11-29
Other,Other,B.1.36.18,0.03,2020-12-06
Other,Other,B.1.36.18,0.087,2020-12-13
Other,Other,B.1.36.18,0.06,2020-12-20
Other,Other,B.1.36.18,0.095,2020-12-27
Other,Other,B.1.36.18,0.069,2021-01-03
Other,Other,B.1.36.18,0.05,2021-01-10
Other,Other,B.1.36.18,0.095,2021-01-17
Other,Other,B.1.36.18,0.046,2021-01-24
Other,Other,B.1.36.18,0.045,2021-01-31
Other,Other,B.1.36.18,0.022,2021-02-07
Other,Other,B.1.36.18,0.019,2021-02-14
Other,Other,B.1.36.18,0.025,2021-02-21
Other,Other,B.1.36.18,0.016,2021-02-28
Other,Other,B.1.36.18,0.01,2021-03-07
Other,Other,B.1.36.18,0.008,2021-03-14
Other,Other,B.1.36.18,0.004,2021-03-21
Other,Other,B.1.36.18,0.01,2021-03-28
Other,Other,B.1.36.18,0.002,2021-04-04
Other,Other,B.1.36.18,0.003,2021-04-11
Other,Other,B.1.36.18,0.001,2021-04-18
Other,Other,B.1.36.18,0.001,2021-04-25
Other,Other,B.1.36.18,0.001,2021-05-02
Other,Other,B.1.36.18,0.001,2021-05-09
Other,Other,B.1.36.18,0.001,2021-05-23
Other,Other,B.1.36.18,0.001,2021-05-30
Other,Other,B.1.36.18,0,2021-06-06
Other,Other,B.1.36.18,0.003,2021-06-20
Other,Other,B.1.36.19,0.001,2020-11-22
Other,Other,B.1.36.22,0.001,2020-11-01
Other,Other,B.1.36.22,0.001,2020-11-29
Other,Other,B.1.36.22,0.001,2020-12-13
Other,Other,B.1.36.22,0.001,2020-12-20
Other,Other,B.1.36.22,0.001,2020-12-27
Other,Other,B.1.36.22,0.001,2021-01-03
Other,Other,B.1.36.22,0,2021-01-10
Other,Other,B.1.36.22,0.001,2021-01-17
Other,Other,B.1.36.22,0.002,2021-01-24
Other,Other,B.1.36.22,0,2021-02-07
Other,Other,B.1.36.22,0,2021-03-07
Other,Other,B.1.36.22,0,2021-04-11
Other,Other,B.1.36.22,0,2021-05-02
Other,Other,B.1.36.26,0.004,2020-08-23
Other,Other,B.1.36.26,0.008,2020-08-30
Other,Other,B.1.36.26,0.009,2020-09-13
Other,Other,B.1.36.26,0.007,2020-09-20
Other,Other,B.1.36.26,0.019,2020-09-27
Other,Other,B.1.36.26,0.011,2020-10-04
Other,Other,B.1.36.26,0.014,2020-10-11
Other,Other,B.1.36.26,0.03,2020-10-18
Other,Other,B.1.36.26,0.009,2020-10-25
Other,Other,B.1.36.26,0.028,2020-11-01
Other,Other,B.1.36.26,0.011,2020-11-08
Other,Other,B.1.36.26,0.002,2020-11-15
Other,Other,B.1.36.26,0.019,2020-11-22
Other,Other,B.1.36.26,0.006,2020-11-29
Other,Other,B.1.36.26,0.015,2020-12-06
Other,Other,B.1.36.26,0.008,2020-12-13
Other,Other,B.1.36.26,0.004,2020-12-20
Other,Other,B.1.36.26,0.004,2020-12-27
Other,Other,B.1.36.26,0.004,2021-01-03
Other,Other,B.1.36.26,0.002,2021-01-10
Other,Other,B.1.36.26,0.001,2021-01-17
Other,Other,B.1.36.26,0.003,2021-01-24
Other,Other,B.1.36.26,0.004,2021-01-31
Other,Other,B.1.36.26,0,2021-02-07
Other,Other,B.1.36.26,0.002,2021-03-28
Other,Other,B.1.36.26,0.003,2021-04-04
Other,Other,B.1.36.26,0,2021-06-20
Other,Other,B.1.36.29,0.001,2020-11-08
Other,Other,B.1.36.29,0.002,2020-11-29
Other,Other,B.1.36.29,0.005,2020-12-06
Other,Other,B.1.36.29,0.001,2020-12-13
Other,Other,B.1.36.29,0,2021-01-10
Other,Other,B.1.36.29,0.001,2021-01-24
Other,Other,B.1.36.29,0.001,2021-01-31
Other,Other,B.1.36.29,0.001,2021-02-14
Other,Other,B.1.36.29,0.001,2021-02-21
Other,Other,B.1.36.29,0.001,2021-02-28
Other,Other,B.1.36.29,0,2021-03-07
Other,Other,B.1.36.29,0,2021-03-14
Other,Other,B.1.36.31,0.001,2020-11-01
Other,Other,B.1.36.31,0.001,2020-11-08
Other,Other,B.1.36.31,0.002,2020-11-22
Other,Other,B.1.36.31,0.002,2020-11-29
Other,Other,B.1.36.31,0.005,2020-12-13
Other,Other,B.1.36.31,0.004,2020-12-27
Other,Other,B.1.36.31,0.008,2021-01-03
Other,Other,B.1.36.31,0.003,2021-01-10
Other,Other,B.1.36.31,0.009,2021-01-17
Other,Other,B.1.36.31,0.007,2021-01-24
Other,Other,B.1.36.31,0.005,2021-01-31
Other,Other,B.1.36.31,0.003,2021-02-07
Other,Other,B.1.36.31,0.001,2021-02-14
Other,Other,B.1.36.31,0.003,2021-02-21
Other,Other,B.1.36.31,0.003,2021-02-28
Other,Other,B.1.36.31,0.003,2021-03-07
Other,Other,B.1.36.31,0.001,2021-03-14
Other,Other,B.1.36.31,0.001,2021-03-21
Other,Other,B.1.36.31,0.001,2021-03-28
Other,Other,B.1.36.31,0.001,2021-04-04
Other,Other,B.1.36.31,0.001,2021-04-11
Other,Other,B.1.36.31,0,2021-04-18
Other,Other,B.1.36.31,0,2021-04-25
Other,Other,B.1.36.31,0,2021-05-02
Other,Other,B.1.36.31,0,2021-05-16
Other,Other,B.1.36.31,0,2021-06-20
Other,Other,B.1.36.34,0.003,2020-05-24
Other,Other,B.1.36.34,0.002,2020-05-31
Other,Other,B.1.36.34,0.001,2020-12-20
Other,Other,B.1.36.36,0.025,2019-12-29
Other,Other,B.1.36.36,0.002,2020-08-30
Other,Other,B.1.36.36,0.003,2020-09-06
Other,Other,B.1.36.36,0.02,2020-09-13
Other,Other,B.1.36.36,0.023,2020-09-20
Other,Other,B.1.36.36,0.044,2020-09-27
Other,Other,B.1.36.36,0.027,2020-10-04
Other,Other,B.1.36.36,0.034,2020-10-11
Other,Other,B.1.36.36,0.112,2020-10-18
Other,Other,B.1.36.36,0.093,2020-10-25
Other,Other,B.1.36.36,0.128,2020-11-01
Other,Other,B.1.36.36,0.158,2020-11-08
Other,Other,B.1.36.36,0.132,2020-11-15
Other,Other,B.1.36.36,0.054,2020-11-22
Other,Other,B.1.36.36,0.059,2020-11-29
Other,Other,B.1.36.36,0.086,2020-12-06
Other,Other,B.1.36.36,0.067,2020-12-13
Other,Other,B.1.36.36,0.055,2020-12-20
Other,Other,B.1.36.36,0.045,2020-12-27
Other,Other,B.1.36.36,0.027,2021-01-03
Other,Other,B.1.36.36,0.032,2021-01-10
Other,Other,B.1.36.36,0.019,2021-01-17
Other,Other,B.1.36.36,0.024,2021-01-24
Other,Other,B.1.36.36,0.015,2021-01-31
Other,Other,B.1.36.36,0.015,2021-02-07
Other,Other,B.1.36.36,0.016,2021-02-14
Other,Other,B.1.36.36,0.008,2021-02-21
Other,Other,B.1.36.36,0.005,2021-02-28
Other,Other,B.1.36.36,0.004,2021-03-07
Other,Other,B.1.36.36,0.006,2021-03-14
Other,Other,B.1.36.36,0.001,2021-03-21
Other,Other,B.1.36.36,0.001,2021-03-28
Other,Other,B.1.36.36,0,2021-04-04
Other,Other,B.1.36.36,0,2021-04-11
Other,Other,B.1.36.36,0,2021-05-16
Other,Other,B.1.36.37,0.006,2019-12-29
Other,Other,B.1.36.37,0.002,2020-10-04
Other,Other,B.1.36.37,0.004,2020-10-11
Other,Other,B.1.36.37,0.031,2020-10-18
Other,Other,B.1.36.37,0.013,2020-10-25
Other,Other,B.1.36.37,0.013,2020-11-01
Other,Other,B.1.36.37,0.017,2020-11-08
Other,Other,B.1.36.37,0.024,2020-11-15
Other,Other,B.1.36.37,0.034,2020-11-22
Other,Other,B.1.36.37,0.031,2020-11-29
Other,Other,B.1.36.37,0.03,2020-12-06
Other,Other,B.1.36.37,0.017,2020-12-13
Other,Other,B.1.36.37,0.029,2020-12-20
Other,Other,B.1.36.37,0.013,2020-12-27
Other,Other,B.1.36.37,0.002,2021-01-03
Other,Other,B.1.36.37,0.003,2021-01-10
Other,Other,B.1.36.37,0.002,2021-01-17
Other,Other,B.1.36.37,0.001,2021-01-24
Other,Other,B.1.36.37,0.001,2021-01-31
Other,Other,B.1.36.37,0.001,2021-02-07
Other,Other,B.1.36.37,0.001,2021-02-21
Other,Other,B.1.36.37,0.001,2021-02-28
Other,Other,B.1.36.37,0.001,2021-03-07
Other,Other,B.1.36.37,0,2021-03-14
Other,Other,B.1.36.37,0,2021-03-21
Other,Other,B.1.36.37,0.003,2021-03-28
Other,Other,B.1.36.37,0.003,2021-04-04
Other,Other,B.1.36.37,0.001,2021-04-11
Other,Other,B.1.36.38,0.008,2020-06-28
Other,Other,B.1.36.38,0.006,2020-08-09
Other,Other,B.1.36.38,0.009,2020-08-16
Other,Other,B.1.36.38,0.004,2020-08-23
Other,Other,B.1.36.38,0.005,2020-08-30
Other,Other,B.1.36.38,0.015,2020-09-06
Other,Other,B.1.36.38,0.007,2020-09-13
Other,Other,B.1.36.38,0.016,2020-09-20
Other,Other,B.1.36.38,0.017,2020-09-27
Other,Other,B.1.36.38,0.013,2020-10-04
Other,Other,B.1.36.38,0.036,2020-10-11
Other,Other,B.1.36.38,0.013,2020-10-18
Other,Other,B.1.36.38,0.021,2020-10-25
Other,Other,B.1.36.38,0.036,2020-11-01
Other,Other,B.1.36.38,0.013,2020-11-08
Other,Other,B.1.36.38,0.012,2020-11-15
Other,Other,B.1.36.38,0.014,2020-11-22
Other,Other,B.1.36.38,0.011,2020-11-29
Other,Other,B.1.36.38,0.005,2020-12-06
Other,Other,B.1.36.38,0.014,2020-12-13
Other,Other,B.1.36.38,0.009,2020-12-20
Other,Other,B.1.36.38,0.01,2020-12-27
Other,Other,B.1.36.38,0.01,2021-01-03
Other,Other,B.1.36.38,0.007,2021-01-10
Other,Other,B.1.36.38,0.015,2021-01-17
Other,Other,B.1.36.38,0.005,2021-01-24
Other,Other,B.1.36.38,0.004,2021-01-31
Other,Other,B.1.36.38,0.002,2021-02-07
Other,Other,B.1.36.38,0.001,2021-02-21
Other,Other,B.1.36.38,0.001,2021-02-28
Other,Other,B.1.36.38,0.001,2021-03-07
Other,Other,B.1.36.38,0.001,2021-03-14
Other,Other,B.1.36.38,0.001,2021-03-21
Other,Other,B.1.36.38,0.004,2021-03-28
Other,Other,B.1.36.38,0,2021-04-04
Other,Other,B.1.36.38,0,2021-04-18
Other,Other,B.1.36.38,0.001,2021-04-25
Other,Other,B.1.36.38,0,2021-05-02
Other,Other,B.1.36.38,0,2021-05-16
Other,Other,B.1.36.38,0.001,2021-06-20
Other,Other,B.1.36.7,0.001,2020-11-01
Other,Other,B.1.36.7,0.001,2020-11-22
Other,Other,B.1.36.7,0.002,2020-11-29
Other,Other,B.1.36.7,0.007,2020-12-06
Other,Other,B.1.36.7,0.002,2020-12-13
Other,Other,B.1.36.7,0.002,2020-12-20
Other,Other,B.1.36.7,0.003,2020-12-27
Other,Other,B.1.36.7,0.006,2021-01-03
Other,Other,B.1.36.7,0.011,2021-01-10
Other,Other,B.1.36.7,0.006,2021-01-17
Other,Other,B.1.36.7,0.005,2021-01-24
Other,Other,B.1.36.7,0.009,2021-01-31
Other,Other,B.1.36.7,0.005,2021-02-07
Other,Other,B.1.36.7,0.002,2021-02-14
Other,Other,B.1.36.7,0.002,2021-02-21
Other,Other,B.1.36.7,0.001,2021-02-28
Other,Other,B.1.36.7,0,2021-03-14
Other,Other,B.1.36.7,0,2021-03-28
Other,Other,B.1.36.8,0.01,2020-07-26
Other,Other,B.1.36.8,0.015,2020-08-02
Other,Other,B.1.36.8,0.041,2020-08-09
Other,Other,B.1.36.8,0.011,2020-08-16
Other,Other,B.1.36.8,0.052,2020-08-23
Other,Other,B.1.36.8,0.018,2020-08-30
Other,Other,B.1.36.8,0.012,2020-09-06
Other,Other,B.1.36.8,0.009,2020-09-13
Other,Other,B.1.36.8,0.002,2020-09-20
Other,Other,B.1.36.8,0.002,2020-10-04
Other,Other,B.1.36.8,0.01,2020-10-18
Other,Other,B.1.36.8,0.006,2020-11-01
Other,Other,B.1.36.8,0.004,2020-11-08
Other,Other,B.1.36.8,0.003,2020-11-15
Other,Other,B.1.36.8,0.002,2020-11-22
Other,Other,B.1.36.8,0.003,2020-11-29
Other,Other,B.1.36.8,0.001,2020-12-27
Other,Other,B.1.36.8,0.002,2021-01-03
Other,Other,B.1.36.8,0.001,2021-01-10
Other,Other,B.1.36.8,0.003,2021-01-17
Other,Other,B.1.36.8,0,2021-02-07
Other,Other,B.1.36.8,0.001,2021-02-14
Other,Other,B.1.36.8,0,2021-02-21
Other,Other,B.1.36.8,0.001,2021-03-14
Other,Other,B.1.36.8,0.001,2021-03-21
Other,Other,B.1.36.8,0,2021-03-28
Other,Other,B.1.36.8,0.001,2021-04-04
Other,Other,B.1.36.8,0,2021-04-11
Other,Other,B.1.36.9,0.002,2020-12-13
Other,Other,B.1.36.9,0.001,2020-12-27
Other,Other,B.1.361,0.001,2020-11-01
Other,Other,B.1.361,0,2021-03-28
Other,Other,B.1.362,0.001,2021-01-24
Other,Other,B.1.362,0.001,2021-01-31
Other,Other,B.1.362,0.002,2021-02-07
Other,Other,B.1.362,0.001,2021-02-14
Other,Other,B.1.362,0.002,2021-02-21
Other,Other,B.1.362,0.001,2021-02-28
Other,Other,B.1.362,0,2021-03-14
Other,Other,B.1.362,0,2021-03-21
Other,Other,B.1.362,0,2021-04-04
Other,Other,B.1.362,0,2021-04-11
Other,Other,B.1.362,0.001,2021-04-18
Other,Other,B.1.362,0,2021-05-02
Other,Other,B.1.366,0.002,2020-05-03
Other,Other,B.1.366,0.001,2020-12-20
Other,Other,B.1.369,0.001,2020-03-22
Other,Other,B.1.369,0.005,2020-03-29
Other,Other,B.1.369,0.009,2020-04-05
Other,Other,B.1.369,0.004,2020-08-02
Other,Other,B.1.369,0.002,2020-08-23
Other,Other,B.1.369,0.002,2020-08-30
Other,Other,B.1.369,0.002,2020-09-27
Other,Other,B.1.369,0.003,2020-10-04
Other,Other,B.1.369,0.003,2020-10-11
Other,Other,B.1.369,0.003,2020-10-25
Other,Other,B.1.369,0.001,2020-11-01
Other,Other,B.1.369,0.001,2020-11-08
Other,Other,B.1.369,0.001,2020-11-15
Other,Other,B.1.369,0.002,2020-11-22
Other,Other,B.1.369,0.001,2020-11-29
Other,Other,B.1.369,0.001,2020-12-13
Other,Other,B.1.369,0.001,2020-12-27
Other,Other,B.1.369,0.001,2021-01-03
Other,Other,B.1.369,0.001,2021-01-10
Other,Other,B.1.369,0.002,2021-01-17
Other,Other,B.1.369,0.001,2021-01-24
Other,Other,B.1.369,0,2021-02-07
Other,Other,B.1.369,0,2021-02-21
Other,Other,B.1.369,0,2021-03-07
Other,Other,B.1.369,0,2021-04-04
Other,Other,B.1.369.1,0.011,2020-12-27
Other,Other,B.1.369.1,0.007,2021-01-03
Other,Other,B.1.369.1,0.001,2021-01-10
Other,Other,B.1.369.1,0,2021-01-17
Other,Other,B.1.369.1,0.001,2021-01-31
Other,Other,B.1.371,0.001,2020-03-29
Other,Other,B.1.371,0.001,2020-04-05
Other,Other,B.1.371,0.002,2020-04-19
Other,Other,B.1.371,0.005,2020-04-26
Other,Other,B.1.371,0.005,2020-05-03
Other,Other,B.1.371,0.002,2020-05-10
Other,Other,B.1.382,0.002,2020-05-03
Other,Other,B.1.388,0.001,2021-01-31
Other,Other,B.1.389,0.006,2020-08-16
Other,Other,B.1.391,0.001,2020-03-22
Other,Other,B.1.395,0,2021-08-01
Other,Other,B.1.396,0.001,2020-11-22
Other,Other,B.1.398,0.003,2020-08-09
Other,Other,B.1.398,0.002,2020-12-06
Other,Other,B.1.398,0.002,2020-12-13
Other,Other,B.1.398,0,2021-04-11
Other,Other,B.1.400,0.002,2020-11-01
Other,Other,B.1.400,0.001,2020-11-22
Other,Other,B.1.401,0.001,2021-03-21
Other,Other,B.1.401,0,2021-04-11
Other,Other,B.1.404,0.003,2020-11-22
Other,Other,B.1.404,0.001,2021-01-24
Other,Other,B.1.404,0.001,2021-01-31
Other,Other,B.1.404,0,2021-03-28
Other,Other,B.1.405,0.016,2020-07-19
Other,Other,B.1.405,0.001,2020-11-22
Other,Other,B.1.409,0.001,2020-12-27
Other,Other,B.1.409,0,2021-01-17
Other,Other,B.1.409,0.001,2021-01-24
Other,Other,B.1.409,0.001,2021-01-31
Other,Other,B.1.411,0.001,2021-01-24
Other,Other,B.1.411,0.001,2021-02-21
Other,Other,B.1.413,0.003,2020-03-22
Other,Other,B.1.415,0.012,2020-03-15
Other,Other,B.1.415,0.004,2020-03-22
Other,Other,B.1.415,0.002,2020-03-29
Other,Other,B.1.415,0.002,2020-04-05
Other,Other,B.1.415.1,0.001,2021-06-20
Other,Other,B.1.416,0.002,2020-05-31
Other,Other,B.1.416,0.002,2020-08-30
Other,Other,B.1.416,0.031,2020-09-06
Other,Other,B.1.416,0.007,2020-09-13
Other,Other,B.1.416,0.009,2020-09-27
Other,Other,B.1.416,0.016,2020-10-04
Other,Other,B.1.416,0.004,2020-10-11
Other,Other,B.1.416,0.001,2020-10-25
Other,Other,B.1.416,0.001,2020-11-01
Other,Other,B.1.416.1,0.004,2020-08-02
Other,Other,B.1.421,0.01,2020-07-26
Other,Other,B.1.422,0.239,2019-12-29
Other,Other,B.1.422,0.028,2020-03-01
Other,Other,B.1.422,0.017,2020-03-15
Other,Other,B.1.422,0.033,2020-03-22
Other,Other,B.1.422,0.049,2020-03-29
Other,Other,B.1.422,0.083,2020-04-05
Other,Other,B.1.422,0.027,2020-04-12
Other,Other,B.1.422,0.02,2020-04-19
Other,Other,B.1.422,0.058,2020-04-26
Other,Other,B.1.422,0.063,2020-05-03
Other,Other,B.1.422,0.078,2020-05-10
Other,Other,B.1.422,0.102,2020-05-17
Other,Other,B.1.422,0.094,2020-05-24
Other,Other,B.1.422,0.248,2020-05-31
Other,Other,B.1.422,0.035,2020-06-07
Other,Other,B.1.422,0.083,2020-06-14
Other,Other,B.1.422,0.013,2020-06-21
Other,Other,B.1.422,0.256,2020-06-28
Other,Other,B.1.422,0.213,2020-07-05
Other,Other,B.1.422,0.525,2020-07-12
Other,Other,B.1.422,0.295,2020-07-19
Other,Other,B.1.422,0.251,2020-07-26
Other,Other,B.1.422,0.251,2020-08-02
Other,Other,B.1.422,0.135,2020-08-09
Other,Other,B.1.422,0.16,2020-08-16
Other,Other,B.1.422,0.071,2020-08-23
Other,Other,B.1.422,0.046,2020-08-30
Other,Other,B.1.422,0.04,2020-09-06
Other,Other,B.1.422,0.033,2020-09-13
Other,Other,B.1.422,0.011,2020-09-20
Other,Other,B.1.422,0.003,2020-09-27
Other,Other,B.1.422,0.001,2020-10-18
Other,Other,B.1.422,0.001,2020-11-22
Other,Other,B.1.422,0.015,2021-04-04
Other,Other,B.1.426,0.002,2020-09-20
Other,Other,B.1.428,0.007,2020-07-05
Other,Other,B.1.432,0,2021-04-04
Other,Other,B.1.433,0.001,2020-12-27
Other,Other,B.1.433,0.001,2021-01-17
Other,Other,B.1.436,0.001,2020-11-22
Other,Other,B.1.439,0.006,2020-03-15
Other,Other,B.1.439,0.007,2020-03-22
Other,Other,B.1.439,0.002,2020-03-29
Other,Other,B.1.439,0,2021-04-04
Other,Other,B.1.441,0.002,2020-08-23
Other,Other,B.1.441,0,2021-03-14
Other,Other,B.1.443,0.001,2020-11-15
Other,Other,B.1.443,0.001,2020-12-27
Other,Other,B.1.451,0.008,2020-07-12
Other,Other,B.1.451,0.005,2020-07-26
Other,Other,B.1.453,0.001,2020-03-22
Other,Other,B.1.453,0.001,2021-02-21
Other,Other,B.1.453,0,2021-02-28
Other,Other,B.1.453,0,2021-03-14
Other,Other,B.1.456,0.002,2020-08-23
Other,Other,B.1.456,0.002,2020-09-20
Other,Other,B.1.456,0.001,2020-10-18
Other,Other,B.1.456,0.001,2020-11-01
Other,Other,B.1.456,0.003,2021-01-03
Other,Other,B.1.456,0.004,2021-01-10
Other,Other,B.1.456,0.001,2021-01-17
Other,Other,B.1.456,0.008,2021-01-31
Other,Other,B.1.456,0.017,2021-02-07
Other,Other,B.1.456,0.011,2021-02-14
Other,Other,B.1.456,0.006,2021-02-21
Other,Other,B.1.456,0.007,2021-02-28
Other,Other,B.1.456,0.008,2021-03-07
Other,Other,B.1.456,0.005,2021-03-14
Other,Other,B.1.456,0.002,2021-03-21
Other,Other,B.1.456,0.001,2021-03-28
Other,Other,B.1.456,0.001,2021-04-04
Other,Other,B.1.456,0.001,2021-04-11
Other,Other,B.1.456,0.001,2021-04-18
Other,Other,B.1.456,0.001,2021-04-25
Other,Other,B.1.459,0,2021-01-17
Other,Other,B.1.459,0,2021-02-28
Other,Other,B.1.462,0.001,2021-01-17
Other,Other,B.1.462,0,2021-03-21
Other,Other,B.1.462,0,2021-04-11
Other,Other,B.1.465,0.008,2020-03-08
Other,Other,B.1.466,0.001,2020-11-01
Other,Other,B.1.466.1,0,2021-03-21
Other,Other,B.1.466.2,0,2021-05-23
Other,Other,B.1.468,0,2021-01-10
Other,Other,B.1.468,0,2021-02-07
Other,Other,B.1.468,0.001,2021-03-07
Other,Other,B.1.468,0,2021-03-21
Other,Other,B.1.468,0,2021-05-16
Other,Other,B.1.469,0.001,2020-11-08
Other,Other,B.1.471,0.008,2020-06-28
Other,Other,B.1.471,0.001,2020-11-08
Other,Other,B.1.471,0.001,2020-12-06
Other,Other,B.1.471,0.001,2021-01-03
Other,Other,B.1.471,0.001,2021-01-31
Other,Other,B.1.471,0.001,2021-02-14
Other,Other,B.1.478,0.001,2020-11-29
Other,Other,B.1.478,0,2021-01-10
Other,Other,B.1.480,0.001,2020-11-15
Other,Other,B.1.480,0.002,2020-11-22
Other,Other,B.1.480,0.001,2020-12-13
Other,Other,B.1.480,0.001,2021-02-28
Other,Other,B.1.480,0.001,2021-03-07
Other,Other,B.1.480,0.003,2021-03-14
Other,Other,B.1.480,0.002,2021-03-21
Other,Other,B.1.480,0.003,2021-03-28
Other,Other,B.1.480,0.001,2021-04-04
Other,Other,B.1.480,0,2021-04-11
Other,Other,B.1.480,0.001,2021-04-18
Other,Other,B.1.480,0.001,2021-04-25
Other,Other,B.1.480,0.001,2021-05-02
Other,Other,B.1.480,0,2021-05-09
Other,Other,B.1.480,0,2021-05-30
Other,Other,B.1.499,0.001,2020-03-22
Other,Other,B.1.499,0.001,2020-03-29
Other,Other,B.1.505,0.01,2020-08-30
Other,Other,B.1.505,0.009,2020-09-06
Other,Other,B.1.505,0.011,2020-09-13
Other,Other,B.1.505,0.005,2020-09-20
Other,Other,B.1.505,0.026,2020-09-27
Other,Other,B.1.505,0.039,2020-10-04
Other,Other,B.1.505,0.044,2020-10-11
Other,Other,B.1.505,0.01,2020-10-18
Other,Other,B.1.505,0.009,2020-10-25
Other,Other,B.1.505,0.005,2020-11-01
Other,Other,B.1.505,0.011,2020-11-08
Other,Other,B.1.505,0.007,2020-11-15
Other,Other,B.1.505,0.007,2020-11-22
Other,Other,B.1.505,0.01,2020-11-29
Other,Other,B.1.505,0.004,2020-12-06
Other,Other,B.1.505,0.001,2020-12-13
Other,Other,B.1.505,0.004,2020-12-20
Other,Other,B.1.505,0.001,2021-01-03
Other,Other,B.1.505,0.002,2021-01-10
Other,Other,B.1.505,0.001,2021-01-24
Other,Other,B.1.505,0.001,2021-01-31
Other,Other,B.1.505,0,2021-02-07
Other,Other,B.1.506,0.016,2020-03-08
Other,Other,B.1.506,0.002,2020-05-10
Other,Other,B.1.506,0.003,2020-05-17
Other,Other,B.1.509,0.005,2020-07-19
Other,Other,B.1.509,0.005,2020-07-26
Other,Other,B.1.509,0.003,2020-09-06
Other,Other,B.1.509,0.002,2020-09-20
Other,Other,B.1.509,0.007,2020-10-18
Other,Other,B.1.509,0.003,2020-10-25
Other,Other,B.1.509,0.001,2020-11-01
Other,Other,B.1.509,0.001,2020-11-22
Other,Other,B.1.509,0.001,2021-01-03
Other,Other,B.1.509,0,2021-01-10
Other,Other,B.1.510,0.008,2020-03-08
Other,Other,B.1.510,0.002,2020-03-15
Other,Other,B.1.516,0.001,2020-03-29
Other,Other,B.1.516,0.002,2020-04-05
Other,Other,B.1.517,0.001,2020-04-12
Other,Other,B.1.517,0.002,2020-04-26
Other,Other,B.1.517,0.005,2020-07-19
Other,Other,B.1.517,0.001,2020-11-01
Other,Other,B.1.517,0.001,2020-11-08
Other,Other,B.1.517,0.001,2020-11-22
Other,Other,B.1.517,0.001,2020-12-06
Other,Other,B.1.517,0.003,2020-12-13
Other,Other,B.1.517,0.003,2020-12-20
Other,Other,B.1.517,0.001,2020-12-27
Other,Other,B.1.517,0.001,2021-01-03
Other,Other,B.1.517,0,2021-01-17
Other,Other,B.1.517,0,2021-06-13
Other,Other,B.1.520,0.002,2020-03-15
Other,Other,B.1.520,0.013,2020-06-21
Other,Other,B.1.521,0.002,2020-08-23
Other,Other,B.1.521,0.019,2020-09-06
Other,Other,B.1.521,0.002,2020-09-13
Other,Other,B.1.523,0.004,2020-09-20
Other,Other,B.1.523,0.029,2020-09-27
Other,Other,B.1.523,0.002,2020-10-04
Other,Other,B.1.523,0.004,2020-10-18
Other,Other,B.1.523,0.001,2020-10-25
Other,Other,B.1.523,0.004,2020-11-01
Other,Other,B.1.523,0.002,2020-11-08
Other,Other,B.1.523,0.002,2020-11-22
Other,Other,B.1.523,0.001,2020-12-20
Other,Other,B.1.523,0.001,2021-01-03
Other,Other,B.1.523,0,2021-03-28
Other,Other,B.1.523,0,2021-04-04
Other,Other,B.1.524,0.002,2020-09-20
Other,Other,B.1.524,0,2021-01-17
Other,Other,B.1.524,0.002,2021-01-31
Other,Other,B.1.524,0.001,2021-02-07
Other,Other,B.1.524,0,2021-02-14
Other,Other,B.1.524,0,2021-02-21
Other,Other,B.1.524,0.001,2021-02-28
Other,Other,B.1.524,0.001,2021-03-07
Other,Other,B.1.524,0,2021-04-25
Other,Other,B.1.524,0.001,2021-05-16
Other,Other,B.1.527,0.001,2020-10-11
Other,Other,B.1.527,0.001,2020-10-18
Other,Other,B.1.533,0,2021-01-10
Other,Other,B.1.533,0,2021-03-28
Other,Other,B.1.533,0,2021-04-04
Other,Other,B.1.535,0.001,2021-01-03
Other,Other,B.1.535,0,2021-01-10
Other,Other,B.1.535,0,2021-01-17
Other,Other,B.1.535,0.001,2021-01-31
Other,Other,B.1.535,0,2021-02-07
Other,Other,B.1.535,0.001,2021-02-14
Other,Other,B.1.535,0.001,2021-02-21
Other,Other,B.1.535,0.001,2021-03-07
Other,Other,B.1.535,0,2021-03-14
Other,Other,B.1.535,0,2021-03-21
Other,Other,B.1.541,0.001,2020-11-15
Other,Other,B.1.541,0,2021-03-21
Other,Other,B.1.543,0.001,2021-01-03
